# Wall heat-flux
# Time        	patch         	min           	max           	integral      
1.89704       	solid_to_fluid	-2.270292e+03	-2.362596e+02	-1.664297e+00
1.89725       	bodyBottom	4.607375e+05	4.650269e+05	1.846399e+02
1.89725       	solid_to_fluid	-2.270343e+03	-2.362801e+02	-1.664390e+00
1.89746       	bodyBottom	4.606871e+05	4.649765e+05	1.846197e+02
1.89746       	solid_to_fluid	-2.270395e+03	-2.363007e+02	-1.664482e+00
1.89767       	bodyBottom	4.606367e+05	4.649262e+05	1.845996e+02
1.89767       	solid_to_fluid	-2.270446e+03	-2.363212e+02	-1.664574e+00
1.89789       	bodyBottom	4.605862e+05	4.648758e+05	1.845794e+02
1.89789       	solid_to_fluid	-2.270498e+03	-2.363418e+02	-1.664667e+00
1.8981        	bodyBottom	4.605358e+05	4.648255e+05	1.845593e+02
1.8981        	solid_to_fluid	-2.270549e+03	-2.363623e+02	-1.664759e+00
1.89831       	bodyBottom	4.604854e+05	4.647752e+05	1.845391e+02
1.89831       	solid_to_fluid	-2.270600e+03	-2.363828e+02	-1.664851e+00
1.89852       	bodyBottom	4.604350e+05	4.647248e+05	1.845190e+02
1.89852       	solid_to_fluid	-2.270652e+03	-2.364034e+02	-1.664944e+00
1.89873       	bodyBottom	4.603846e+05	4.646745e+05	1.844988e+02
1.89873       	solid_to_fluid	-2.270703e+03	-2.364239e+02	-1.665036e+00
1.89894       	bodyBottom	4.603342e+05	4.646242e+05	1.844787e+02
1.89894       	solid_to_fluid	-2.270755e+03	-2.364444e+02	-1.665129e+00
1.89915       	bodyBottom	4.602838e+05	4.645739e+05	1.844585e+02
1.89915       	solid_to_fluid	-2.270806e+03	-2.364649e+02	-1.665221e+00
1.89937       	bodyBottom	4.602334e+05	4.645236e+05	1.844384e+02
1.89937       	solid_to_fluid	-2.270857e+03	-2.364855e+02	-1.665314e+00
1.89958       	bodyBottom	4.601830e+05	4.644733e+05	1.844182e+02
1.89958       	solid_to_fluid	-2.270909e+03	-2.365060e+02	-1.665406e+00
1.89979       	bodyBottom	4.601327e+05	4.644230e+05	1.843981e+02
1.89979       	solid_to_fluid	-2.270960e+03	-2.365265e+02	-1.665499e+00
1.9           	bodyBottom	4.600823e+05	4.643727e+05	1.843779e+02
1.9           	solid_to_fluid	-2.271012e+03	-2.365470e+02	-1.665591e+00
1.90021       	bodyBottom	4.600319e+05	4.643225e+05	1.843578e+02
1.90021       	solid_to_fluid	-2.271063e+03	-2.365675e+02	-1.665684e+00
1.90042       	bodyBottom	4.599816e+05	4.642722e+05	1.843377e+02
1.90042       	solid_to_fluid	-2.271114e+03	-2.365880e+02	-1.665776e+00
1.90063       	bodyBottom	4.599312e+05	4.642219e+05	1.843176e+02
1.90063       	solid_to_fluid	-2.271166e+03	-2.366085e+02	-1.665869e+00
1.90085       	bodyBottom	4.598809e+05	4.641717e+05	1.842974e+02
1.90085       	solid_to_fluid	-2.271217e+03	-2.366290e+02	-1.665961e+00
1.90106       	bodyBottom	4.598305e+05	4.641214e+05	1.842773e+02
